0;0;42
0;0;39
0;0;37
1;2909.29;29
0;0;37
0;0;37
0;0;20
0;0;34
0;0;32
0;0;32
0;0;41
2;2846.2;25
0;0;37
0;0;41
2;4025.26;37
0;0;37
0;0;37
0;0;37
0;0;39
0;0;42
0;0;41
0;0;20
0;0;41
0;0;44
0;0;44
0;0;39
0;0;39
0;0;44
2;2177.62;29
0;0;29
0;0;29
1;2954.77;37
0;0;37
0;0;32
0;0;32
0;0;25
0;0;41
1;2940.63;44
0;0;39
2;3012.53;39
0;0;25
0;0;25
1;3603.41;25
1;3603.41;34
0;0;20
1;2461.49;25
1;2643.42;20
1;2643.42;20
0;0;25
1;2078.97;25
1;3196.96;25
1;3196.96;25
1;3196.96;25
2;3464.9;39
1;3464.9;39
1;3464.9;25
1;3464.9;32
1;3464.9;39
1;3464.9;34
1;3464.9;34
1;3464.9;34
1;3464.9;20
0;0;34
0;0;34
1;2377.68;34
1;2377.68;25
1;2609.9;25
1;2609.9;34
1;2609.9;20
1;2609.9;42
1;2609.9;41
1;3044.7;29
1;3044.7;25
1;3044.7;37
0;0;37
1;2632.73;29
1;2632.73;37
1;2717.62;42
1;2717.62;37
0;0;37
1;2215.63;37
1;2585.18;39
0;0;37
0;0;37
1;1873.73;37
1;2259.13;32
1;2259.13;37
0;0;29
1;2284.31;44
1;2284.31;44
1;2284.31;44
1;3635.52;44
1;3635.52;41
1;3635.52;39
1;3635.52;39
1;3635.52;39
0;0;39
0;0;39
1;2581.41;32
1;2581.41;37
0;0;37
0;0;39
1;2995.69;39
1;2995.69;39
1;2995.69;44
1;2995.69;44
1;2294.37;44
1;2294.37;44
0;0;25
1;1776.54;44
1;2826.31;44
0;0;34
1;1992.05;25
1;2555.97;39
0;0;44
1;2284.73;44
1;2710.53;41
1;2710.53;41
0;0;37
1;1634.15;34
1;2095.94;37
1;2095.94;42
1;3191.81;44
1;3191.81;42
1;3191.81;29
1;3191.81;37
1;3191.81;39
1;3191.81;37
1;3191.81;29
0;0;32
1;1610.32;42
1;2528.11;29
1;2528.11;37
1;2574.9;37
1;2660.58;29
0;0;42
1;2893.22;32
1;2893.22;32
1;2893.22;32
1;2893.22;39
0;0;39
0;0;32
1;1814.49;39
1;2332.5;37
1;2332.5;37
1;2332.5;25
1;2332.5;39
1;2332.5;39
1;2929.63;34
0;0;39
1;1819.69;25
1;1891.09;34
1;1910.53;29
1;1932.34;34
0;0;34
1;2872.85;25
1;2872.85;34
0;0;37
1;3103.38;32
1;3103.38;32
1;3103.38;32
0;0;42
1;2378.38;37
0;0;37
1;1738.57;37
1;2847.56;37
1;2847.56;29
0;0;37
1;1920.67;32
1;2569.13;32
1;2863.62;39
1;2863.62;44
1;2863.62;29
1;2863.62;37
0;0;37
1;1746.97;29
0;0;37
0;0;29
1;2105.44;44
1;2105.44;32
1;2246.77;37
0;0;44
1;1772.13;44
0;0;32
1;2244.32;37
1;2244.32;44
1;2244.32;25
1;2690.48;39
1;2690.48;44
1;2690.48;37
1;2690.48;32
1;2766.46;32
1;2766.46;44
1;2973.95;44
1;2973.95;37
1;2973.95;34
1;2973.95;42
1;2973.95;42
1;2973.95;42
0;0;34
1;3033.52;34
1;3033.52;34
1;1755.93;42
1;2610.67;37
1;2610.67;37
1;3132.11;37
1;3132.11;37
0;0;32
0;0;34
1;2785.89;29
1;2785.89;37
1;2840.48;37
1;2840.48;44
0;0;42
1;2367.02;37
1;2882.02;37
1;2882.02;37
1;2882.02;37
0;0;41
0;0;42
1;2461.75;37
1;2618.48;37
1;2998.8;37
1;2998.8;42
0;0;29
1;2510.58;32
1;2510.58;32
1;2862.43;32
1;3167.39;32
1;3167.39;39
0;0;39
0;0;39
0;0;44
1;2445.34;39
0;0;32
1;2017.46;44
1;2017.46;44
0;0;41
1;1647.62;42
0;0;42
1;1484.97;42
1;1617.07;37
1;1617.07;37
0;0;37
0;0;39
0;0;39
1;1564.52;34
1;2834.96;41
1;2834.96;20
0;0;42
0;0;39
1;1435.14;39
1;1609.95;39
1;2599.05;20
1;3105.39;20
1;3105.39;44
1;3147;29
1;3147;41
1;3147;39
0;0;44
1;2680.04;44
1;2847.92;44
1;2847.92;41
1;2847.92;44
1;2847.92;44
1;2908.77;44
1;2908.77;44
1;3118.61;34
1;3118.61;44
0;0;42
0;0;39
1;2491.55;37
1;2933.53;25
1;2933.53;34
1;2933.53;44
1;2933.53;25
1;2933.53;37
1;2933.53;42
1;3041.5;25
1;3041.5;44
1;3041.5;42
1;3041.5;41
0;0;32
1;2242.79;41
1;2536.98;25
1;2536.98;44
1;2536.98;44
1;3150.22;41
1;3150.22;37
1;3150.22;34
1;2209.75;42
1;2295.53;37
1;3052.68;41
1;3052.68;37
1;3052.68;44
0;0;37
1;2473.61;29
1;2473.61;37
1;2364.55;29
1;2710.63;37
1;2955.31;41
0;0;41
1;2316.68;41
1;2965.24;34
1;3046.09;29
1;3046.09;42
1;3046.09;42
0;0;39
1;2600.42;39
1;2626.82;44
1;2938.28;44
1;2938.28;29
0;0;34
1;2445.69;29
1;3313.86;25
1;3313.86;25
1;3313.86;44
1;3313.86;44
1;3313.86;41
1;3313.86;41
1;3313.86;34
1;3313.86;39
1;3313.86;44
1;3313.86;44
1;3313.86;44
1;3313.86;44
0;0;32
0;0;39
0;0;39
0;0;39
0;0;32
1;2419.28;32
1;2419.28;39
0;0;44
0;0;32
0;0;39
0;0;39
0;0;39
0;0;39
1;2735.81;39
1;2735.81;32
1;2735.81;39
1;2735.81;20
1;2735.81;39
1;1594.86;20
1;2657.14;39
0;0;39
0;0;32
1;1767.89;39
1;2175.42;39
1;1485.52;20
0;0;41
1;1350.28;44
0;0;32
0;0;41
0;0;25
0;0;25
0;0;25
0;0;39
0;0;39
1;3407.43;37
1;3407.43;37
1;3407.43;37
1;3407.43;37
0;0;29
0;0;37
0;0;37
0;0;32
1;1993.65;39
0;0;42
0;0;42
0;0;32
1;2334.5;32
0;0;32
1;2726.89;29
0;0;20
0;0;25
1;3561.09;20
0;0;29
0;0;20
0;0;25
0;0;41
0;0;34
0;0;44
0;0;37
0;0;37
0;0;37
0;0;37
1;4495.82;20
0;0;20
0;0;20
2;3156.71;20
0;0;29
0;0;37
0;0;37
0;0;37
0;0;37
0;0;29
0;0;29
0;0;29
0;0;20
0;0;20
2;2653.67;32
0;0;29
0;0;42
1;2700.05;42
0;0;37
0;0;32
0;0;29
0;0;29
0;0;25
0;0;25
0;0;29
1;2414.69;29
0;0;29
0;0;29
1;4491.48;25
0;0;25
0;0;25
0;0;25
0;0;20
0;0;25
0;0;20
0;0;20
0;0;25
0;0;25
0;0;20
0;0;37
0;0;37
0;0;37
1;3686.75;37
0;0;42
0;0;29
1;3921.89;25
0;0;25
0;0;25
0;0;25
0;0;25
0;0;32
0;0;44
0;0;44
0;0;42
0;0;44
0;0;44
0;0;41
0;0;29
0;0;32
1;2074.88;25
0;0;20
0;0;25
1;2332;37
1;2332;29
1;1742.35;29
0;0;29
1;1620.22;29
1;2417.64;39
1;2417.64;39
0;0;32
1;1828.37;41
1;2686.61;42
0;0;25
1;1799.8;39
1;2807.26;39
1;2807.26;39
1;2807.26;29
1;2807.26;37
0;0;37
1;1748.46;29
1;2883.53;25
1;1740.37;25
1;2577.38;25
0;0;34
1;1244.21;37
1;1823.85;20
1;1823.85;25
1;1823.85;37
1;1823.85;34
1;2276.21;41
1;3123.34;42
1;3123.34;20
1;3123.34;32
1;3123.34;32
0;0;20
1;1348.85;42
1;2024.29;29
0;0;29
1;1691.06;29
0;0;29
0;0;39
0;0;25
1;1371.09;37
1;1896.62;29
1;1896.62;29
1;2558.16;25
1;3264.75;37
1;3264.75;37
0;0;29
0;0;29
1;1613.96;32
0;0;42
1;2705.28;42
1;2705.28;42
0;0;41
0;0;20
0;0;39
0;0;41
0;0;39
0;0;39
1;2204.06;37
1;2204.06;29
0;0;29
1;1275.89;29
1;2472.85;37
0;0;42
0;0;41
1;2433.12;29
0;0;25
0;0;25
1;1729.62;34
1;1873.81;34
1;1873.81;25
0;0;25
1;2449.66;20
1;1228.5;29
0;0;32
1;1433.54;29
1;2829.21;44
0;0;44
0;0;20
1;2565.78;20
0;0;32
1;1281.07;25
0;0;25
2;2890.65;34
1;2890.65;37
1;2890.65;44
1;2890.65;32
0;0;25
1;1598.85;34
1;2758.62;34
1;2758.62;25
0;0;25
0;0;37
0;0;39
0;0;39
1;2397.91;44
1;2397.91;34
1;2397.91;42
1;2397.91;29
1;3077.51;44
1;3077.51;41
1;3077.51;25
1;3077.51;25
0;0;37
1;2581.84;42
1;2581.84;20
1;2581.84;32
1;2581.84;25
1;2581.84;44
0;0;37
1;2711.47;42
2;2776.22;42
1;2776.22;32
0;0;37
1;1865.45;37
1;1865.45;37
1;1865.45;29
1;2046.51;42
0;0;44
1;1703.33;39
1;2174.36;44
1;2980.83;29
1;2980.83;44
1;2980.83;25
1;2980.83;39
0;0;44
0;0;44
1;2232.61;39
1;2330.7;32
1;2336.9;44
1;2533.81;44
1;2533.81;44
1;2533.81;44
1;2533.81;39
1;3243.7;39
1;3243.7;39
0;0;34
1;2072.42;42
1;2072.42;42
1;2709.34;34
1;3150.56;42
0;0;34
1;2107.2;25
1;2271.37;39
0;0;34
1;2219.25;44
1;3057.1;41
1;3057.1;42
1;3057.1;37
1;1744.71;29
1;2408.95;37
1;2408.95;37
1;2964.13;44
1;2964.13;44
0;0;37
1;2748.05;37
1;2748.05;37
1;2748.05;37
1;2748.05;37
1;2748.05;37
1;2946.06;29
1;2946.06;37
1;2946.06;37
1;2946.06;37
1;2610.5;32
1;2610.5;32
1;2610.5;32
1;2818.78;32
1;2818.78;39
0;0;39
0;0;39
